BOM_ID,LOCATION_ID,PARENT_ID,ALT_GROUP,PREFERENCE,ELEM_IX,CHILD_ID,NEW_SUPPLY,GRADE,RATE,BATCH_SIZE,EFFECTIVE_START,EFFECTIVE_END,OBSOLETE
BOM_504-1820,-,504-1820,-,1,12,VirtualProduct_504-1820_A1,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,6,100-0225,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,17,110-0624,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,14,VirtualProduct_502-2502_C1,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,3,280-0654-CN,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,1,100-0024,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,26,VirtualProduct_504-1718_C1,-,-,1,-,-,-,-
BOM_500-6059,-,500-6059,-,1,0,502-2842,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,1,262-0054-CD,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,3,280-1018,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,4,280-1973-CD,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,5,283-0261-CD,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,10,VirtualProduct_262-0054-CD_E1,-,-,1,-,-,-,-
BOM_262-0054-CD,-,262-0054-CD,-,1,12,504-1878,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,2,VirtualProduct_502-2842_C1,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,4,VirtualProduct_502-2842_D1,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,8,VirtualProduct_502-2842_E1,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,14,320-0284,-,-,1,-,-,-,-
BOM_500-6496,-,500-6496,-,1,0,502-2502,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,2,310-0166,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,18,110-0268,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,28,VirtualProduct_504-1878_A1,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,37,160-1287,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,25,120-0248,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,37,160-1287,-,-,1,-,-,-,-
BOM_280-0654-CN,-,280-0654-CN,-,1,1,280-0654,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,12,110-0156,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,16,110-0249,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,13,110-0570,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,19,110-0713,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,3,280-1428,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,6,310-0368,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,30,140-0240,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,26,VirtualProduct_504-1878_B1,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,6,320-0109,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_504-1718,-,504-1718,-,1,29,140-0113,-,-,1,-,-,-,-
BOM_504-1878,-,504-1878,-,1,1,100-0025,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,4,280-1428,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,18,VirtualProduct_502-2502_E1,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,10,VirtualProduct_262-0100-CD_E1,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,13,VirtualProduct_262-0100-CD_A1,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,4,280-1428,-,-,1,-,-,-,-
BOM_280-1428,-,280-1428,-,1,7,310-0395,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,5,283-0019,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,1,302-0004,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,6,320-0109,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,7,320-0284,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,15,VirtualProduct_262-0016_E1,-,-,1,-,-,-,-
BOM_280-1428,-,280-1428,-,1,1,VirtualProduct_280-1428_A1,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,11,VirtualProduct_502-2338_C1,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,13,VirtualProduct_502-2338_D1,-,-,1,-,-,-,-
BOM_502-2338,-,502-2338,-,1,15,VirtualProduct_502-2338_E1,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,3,280-0654-CN,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,6,310-0284,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_500-5384,-,500-5384,-,1,0,502-2502,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,3,280-0489,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,1,220-0072,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,4,280-1018,-,-,1,-,-,-,-
BOM_500-5392,-,500-5392,-,1,0,502-2547,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,2,300-0317,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,3,310-0494-001,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,4,320-0284,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,5,311-0207,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,6,310-0166,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,7,302-0004,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,8,310-0440,-,-,1,-,-,-,-
BOM_502-2547,-,502-2547,-,1,9,320-0109,-,-,1,-,-,-,-
BOM_502-2590,-,502-2590,-,1,1,504-1936,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,5,283-0029,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_504-1936,-,504-1936,-,1,11,VirtualProduct_504-1936_A1,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,10,VirtualProduct_504-1973_A1,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,16,VirtualProduct_502-2502_D1,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,6,VirtualProduct_280-1475_A1,-,-,1,-,-,-,-
BOM_500-5601,-,500-5601,-,1,0,502-3093,-,-,1,-,-,-,-
BOM_502-3093,-,502-3093,-,1,1,262-0137-CD,-,-,1,-,-,-,-
BOM_262-0137-CD,-,262-0137-CD,-,1,5,283-0029,-,-,1,-,-,-,-
BOM_262-0137-CD,-,262-0137-CD,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0137-CD,-,262-0137-CD,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0137-CD,-,262-0137-CD,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_502-3093,-,502-3093,-,1,2,300-0316,-,-,1,-,-,-,-
BOM_500-5702,-,500-5702,-,1,0,502-2692,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,2,300-0316,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,3,300-0317,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,4,310-0734,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,5,320-0284,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,6,311-0207,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,7,310-0166,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,8,302-0004,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,9,310-0440,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,10,320-0109,-,-,1,-,-,-,-
BOM_502-2692,-,502-2692,-,1,11,310-0376,-,-,1,-,-,-,-
BOM_500-5818,-,500-5818,-,1,0,502-2729,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,15,VirtualProduct_262-0018_E1,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,9,VirtualProduct_504-1972_C1,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,12,VirtualProduct_504-1972_A1,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,3,300-0316,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,4,300-0317,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,5,302-0004,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,6,310-0166,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,7,310-0376,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,8,310-0440,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,9,311-0207,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,10,320-0109,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,11,320-0284,-,-,1,-,-,-,-
BOM_502-2729,-,502-2729,-,1,12,VirtualProduct_502-2729_A1,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,3,310-0376,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,5,310-0395,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,10,VirtualProduct_262-0018_A1,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,5,283-0019,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,11,310-0238,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,3,280-1018,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,4,VirtualProduct_504-1972_B1,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,4,280-0655,-,-,1,-,-,-,-
BOM_262-0100-CD,-,262-0100-CD,-,1,5,280-1475,-,-,1,-,-,-,-
BOM_280-1428,-,280-1428,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,10,VirtualProduct_262-0101-CD_E1,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,1,262-0127-CD,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,3,280-1018,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,4,280-1973-CD,-,-,1,-,-,-,-
BOM_280-1973-CD,-,280-1973-CD,-,1,1,220-0072,-,-,1,-,-,-,-
BOM_280-1973-CD,-,280-1973-CD,-,1,6,320-0328,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,5,283-0261-CD,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0127-CD,-,262-0127-CD,-,1,9,VirtualProduct_262-0127-CD_E1,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,2,300-0316,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,3,300-0317,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,4,302-0004,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,5,310-0166,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,6,310-0357,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,7,310-0376,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,8,310-0440,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,9,311-0207,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,10,320-0109,-,-,1,-,-,-,-
BOM_502-3060,-,502-3060,-,1,11,320-0284,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,1,262-0128-CD,-,-,1,-,-,-,-
BOM_262-0128-CD,-,262-0128-CD,-,1,3,280-0655,-,-,1,-,-,-,-
BOM_262-0128-CD,-,262-0128-CD,-,1,4,280-1475,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,3,310-0063,-,-,1,-,-,-,-
BOM_262-0128-CD,-,262-0128-CD,-,1,5,283-0261-CD,-,-,1,-,-,-,-
BOM_262-0128-CD,-,262-0128-CD,-,1,10,VirtualProduct_262-0128-CD_E1,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,2,300-0316,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,3,300-0317,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,4,302-0004,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,5,310-0166,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,6,310-0357,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,7,310-0376,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,8,310-0440,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,9,311-0207,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,10,320-0109,-,-,1,-,-,-,-
BOM_502-3061,-,502-3061,-,1,11,320-0284,-,-,1,-,-,-,-
BOM_500-5989,-,500-5989,-,1,0,502-2502,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,7,310-0166,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,10,310-0376,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,11,310-0440,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,12,311-0207,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,13,320-0109,-,-,1,-,-,-,-
BOM_500-6336,-,500-6336,-,1,0,502-2308,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,5,280-1475,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,1,140-0848,-,-,1,-,-,-,-
BOM_504-1821,-,504-1821,-,1,3,280-0489,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,7,310-0284,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_262-0101-CD,-,262-0101-CD,-,1,13,VirtualProduct_262-0101-CD_A1,-,-,1,-,-,-,-
BOM_500-6512,-,500-6512,-,1,0,502-2502,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,7,VirtualProduct_280-1475_C1,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,3,280-0489,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,4,280-0654,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,5,280-1475,-,-,1,-,-,-,-
BOM_504-1820,-,504-1820,-,1,15,VirtualProduct_504-1820_E1,-,-,1,-,-,-,-
BOM_504-1972,-,504-1972,-,1,6,310-0238,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,13,VirtualProduct_502-2502_A1,-,-,1,-,-,-,-
BOM_504-1973,-,504-1973,-,1,8,310-0368,-,-,1,-,-,-,-
BOM_500-6681,-,500-6681,-,1,0,502-2502,-,-,1,-,-,-,-
BOM_502-2502,-,502-2502,-,1,7,320-0284,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,4,280-0654-CN,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,5,280-1475,-,-,1,-,-,-,-
BOM_280-1475,-,280-1475,-,1,4,310-0284,-,-,1,-,-,-,-
BOM_262-0016,-,262-0016,-,1,11,VirtualProduct_262-0016_A1,-,-,1,-,-,-,-
BOM_262-0018,-,262-0018,-,1,2,140-0849,-,-,1,-,-,-,-
BOM_561-0104,-,561-0104,-,1,0,502-2933,-,-,1,-,-,-,-
BOM_561-0119,-,561-0119,-,1,0,502-2795,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,2,300-0316,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,3,300-0317,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,4,310-0357,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,5,320-0284,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,6,311-0207,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,7,310-0166,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,8,302-0004,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,9,310-0440,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,10,320-0109,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,11,310-0376,-,-,1,-,-,-,-
BOM_502-2795,-,502-2795,-,1,12,VirtualProduct_502-2795_A1,-,-,1,-,-,-,-
BOM_561-0124,-,561-0124,-,1,0,502-2547,-,-,1,-,-,-,-
BOM_561-0125,-,561-0125,-,1,0,502-2590,-,-,1,-,-,-,-
BOM_502-2842,-,502-2842,-,1,6,302-0004,-,-,1,-,-,-,-
BOM_561-0118,-,561-0118,-,1,0,502-2933,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,3,VirtualProduct_502-2933_C1,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,5,VirtualProduct_502-2933_D1,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,7,302-0004,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,8,310-0166,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,9,VirtualProduct_502-2933_E1,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,11,310-0376,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,12,310-0440,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,13,311-0207,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,14,320-0109,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,15,320-0284,-,-,1,-,-,-,-
BOM_502-2933,-,502-2933,-,1,19,VirtualProduct_502-2933_A1,-,-,1,-,-,-,-
